base-tw2-rdm|18|[2,3]|1000|DecisionTreeClassifier|adjacency|78.75%|0.7527454659161976|0.7876537653765376|0.7874880462025989|[[159, 39], [46, 156]]|[0.7317073170731707, 0.6829268292682927, 0.75, 0.75, 0.775, 0.725, 0.8, 0.8, 0.7435897435897436, 0.7692307692307693]
base-tw2-rdm|18|[2,3]|1000|DecisionTreeClassifier|laplacian|87.75%|0.9025000000000002|0.8768170426065163|0.8770936408500605|[[187, 23], [26, 164]]|[0.9, 0.925, 0.95, 0.875, 0.85, 0.825, 0.925, 0.925, 0.925, 0.925]
base-tw2-rdm|18|[2,3]|1000|SVC|adjacency|88.75%|0.8797545340838024|0.8860667269621143|0.8867290495937977|[[194, 20], [25, 161]]|[0.9024390243902439, 0.8292682926829268, 0.8780487804878049, 0.975609756097561, 0.8, 0.925, 0.8461538461538461, 0.8717948717948718, 0.8974358974358975, 0.8717948717948718]
base-tw2-rdm|18|[2,3]|1000|SVC|laplacian|92.25%|0.9173624140087554|0.9261770339751991|0.9223597623206917|[[193, 25], [6, 176]]|[0.9512195121951219, 0.975609756097561, 0.975, 0.825, 0.8, 0.95, 0.875, 0.95, 0.8974358974358975, 0.9743589743589743]
base-tw2-rdm|18|[2,3]|1000|MLPClassifier|adjacency|89.0%|0.8479799874921825|0.8898100693397648|0.8895332780999723|[[191, 23], [21, 165]]|[0.7804878048780488, 0.8292682926829268, 0.7804878048780488, 0.8536585365853658, 0.9, 0.9, 0.8205128205128205, 0.8974358974358975, 0.8461538461538461, 0.8717948717948718]
base-tw2-rdm|18|[2,3]|1000|MLPClassifier|laplacian|89.0%|0.8195653533458411|0.8889890115391355|0.8896025692492975|[[166, 27], [17, 190]]|[0.926829268292683, 0.8292682926829268, 0.8536585365853658, 0.725, 0.8, 0.775, 0.85, 0.8974358974358975, 0.5897435897435898, 0.9487179487179487]
learning-base-tw2|18|[1, 2, 3]|1000|DecisionTreeClassifier|adjacency|100.0%|1.0|1.0|1.0|[[213, 0], [0, 187]]|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
learning-base-tw2|18|[1, 2, 3]|1000|DecisionTreeClassifier|laplacian|100.0%|1.0|1.0|1.0|[[195, 0], [0, 205]]|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
learning-base-tw2|18|[1, 2, 3]|1000|SVC|adjacency|100.0%|1.0|1.0|1.0|[[182, 0], [0, 218]]|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
learning-base-tw2|18|[1, 2, 3]|1000|SVC|laplacian|100.0%|1.0|1.0|1.0|[[201, 0], [0, 199]]|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
learning-base-tw2|18|[1, 2, 3]|1000|MLPClassifier|adjacency|100.0%|0.8949999999999999|1.0|1.0|[[190, 0], [0, 210]]|[1.0, 0.825, 0.9, 0.95, 0.925, 0.9, 0.875, 0.9, 0.85, 0.825]
learning-base-tw2|18|[1, 2, 3]|1000|MLPClassifier|laplacian|100.0%|0.854141651031895|1.0|1.0|[[192, 0], [0, 208]]|[0.8536585365853658, 0.9512195121951219, 0.825, 0.875, 0.9, 0.825, 0.9, 0.95, 0.5641025641025641, 0.8974358974358975]
base-tw2-rdm|18|[2,3]|1000|DecisionTreeClassifier|adjacency|79.25%|0.7826766729205754|0.7935584740462789|0.7923948999180835|[[163, 32], [51, 154]]|[0.8292682926829268, 0.7804878048780488, 0.7073170731707317, 0.7560975609756098, 0.8048780487804879, 0.7435897435897436, 0.7692307692307693, 0.8461538461538461, 0.8205128205128205, 0.7692307692307693]
base-tw2-rdm|18|[2,3]|1000|DecisionTreeClassifier|laplacian|83.0%|0.839918699186992|0.8309215154255853|0.8296550514792455|[[175, 39], [29, 157]]|[0.9024390243902439, 0.8292682926829268, 0.9024390243902439, 0.7317073170731707, 0.875, 0.825, 0.8717948717948718, 0.8461538461538461, 0.7692307692307693, 0.8461538461538461]
base-tw2-rdm|18|[2,3]|1000|SVC|adjacency|88.0%|0.8805081300813008|0.8811227435916749|0.8798076923076924|[[168, 19], [29, 184]]|[0.6829268292682927, 0.9024390243902439, 0.8780487804878049, 0.925, 0.95, 0.95, 0.85, 0.9487179487179487, 0.8461538461538461, 0.8717948717948718]
base-tw2-rdm|18|[2,3]|1000|SVC|laplacian|89.5%|0.8895325203252034|0.8966346153846154|0.8949973749343734|[[178, 30], [12, 180]]|[0.8780487804878049, 0.975609756097561, 0.95, 0.875, 0.9, 0.925, 0.9, 0.825, 0.8717948717948718, 0.7948717948717948]
base-tw2-rdm|18|[2,3]|1000|MLPClassifier|adjacency|90.25%|0.892693871169481|0.9023371033930538|0.9023969067327364|[[187, 19], [20, 174]]|[0.9024390243902439, 0.8536585365853658, 0.8780487804878049, 0.8780487804878049, 0.95, 0.875, 0.9230769230769231, 0.8461538461538461, 0.8974358974358975, 0.9230769230769231]
base-tw2-rdm|18|[2,3]|1000|MLPClassifier|laplacian|90.75%|0.7612883051907442|0.9081300813008131|0.9074994218713868|[[181, 24], [13, 182]]|[0.8292682926829268, 0.8536585365853658, 0.926829268292683, 0.6097560975609756, 0.8292682926829268, 0.5384615384615384, 0.8461538461538461, 0.717948717948718, 0.5641025641025641, 0.8974358974358975]
